# time(ms)  distance  kmc-step
                 0.09750        57        975000
                 0.09760        36        976000
                 0.09770        25        977000
                 0.09780        15        978000
                 0.09790         1        979000
                 0.09800         2        980000
                 0.09810        -2        981000
                 0.09820       -23        982000
                 0.09830       -41        983000
                 0.09840       -50        984000
                 0.09850       -60        985000
                 0.09860       -67        986000
                 0.09870       -68        987000
                 0.09880       -74        988000
                 0.09890       -70        989000
                 0.09900       -86        990000
                 0.09910       -95        991000
                 0.09920      -119        992000
                 0.09930      -123        993000
                 0.09940      -145        994000
                 0.09950      -140        995000
                 0.09960      -144        996000
                 0.09970      -148        997000
                 0.09980      -167        998000
                 0.09990      -169        999000
                 0.10000      -183       1000000
                 0.10010      -196       1001000
                 0.10020      -205       1002000
                 0.10030      -217       1003000
                 0.10040      -228       1004000
                 0.10050      -246       1005000
                 0.10060      -254       1006000
                 0.10070      -259       1007000
                 0.10080      -266       1008000
                 0.10090      -286       1009000
                 0.10100      -300       1010000
                 0.10110      -297       1011000
                 0.10120      -308       1012000
                 0.10130      -316       1013000
                 0.10140      -311       1014000
                 0.10150      -329       1015000
                 0.10160      -353       1016000
                 0.10170      -352       1017000
                 0.10180      -376       1018000
                 0.10190      -395       1019000
                 0.10200      -405       1020000
                 0.10210      -412       1021000
                 0.10220      -428       1022000
                 0.10230      -442       1023000
                 0.10240      -444       1024000
                 0.10250      -455       1025000
                 0.10260      -480       1026000
                 0.10270      -487       1027000
                 0.10280      -502       1028000
                 0.10290      -523       1029000
                 0.10300      -532       1030000
                 0.10310      -545       1031000
                 0.10320      -554       1032000
                 0.10330      -565       1033000
                 0.10340      -569       1034000
                 0.10350      -580       1035000
                 0.10360      -608       1036000
                 0.10370      -608       1037000
                 0.10380      -609       1038000
                 0.10390      -623       1039000
                 0.10400      -651       1040000
                 0.10410      -653       1041000
                 0.10420      -673       1042000
                 0.10430      -684       1043000
                 0.10440      -699       1044000
                 0.10450      -718       1045000
                 0.10460      -718       1046000
                 0.10470      -727       1047000
                 0.10480      -733       1048000
                 0.10490      -749       1049000
                 0.10500      -756       1050000
                 0.10510      -761       1051000
                 0.10520      -780       1052000
                 0.10530      -798       1053000
                 0.10540      -813       1054000
                 0.10550      -813       1055000
                 0.10560      -807       1056000
                 0.10570      -820       1057000
                 0.10580      -834       1058000
                 0.10590      -839       1059000
                 0.10600      -850       1060000
                 0.10610      -865       1061000
                 0.10620      -879       1062000
                 0.10630      -885       1063000
                 0.10640      -904       1064000
                 0.10650      -907       1065000
                 0.10660      -916       1066000
                 0.10670      -920       1067000
                 0.10680      -937       1068000
                 0.10690      -935       1069000
                 0.10700      -939       1070000
                 0.10710      -934       1071000
                 0.10720      -933       1072000
                 0.10730      -942       1073000
                 0.10740      -953       1074000
                 0.10750      -952       1075000
                 0.10760      -949       1076000
                 0.10770      -946       1077000
                 0.10780      -950       1078000
                 0.10790      -953       1079000
                 0.10800      -964       1080000
                 0.10810      -963       1081000
                 0.10820      -980       1082000
                 0.10830      -977       1083000
                 0.10840      -984       1084000
                 0.10850      -982       1085000
                 0.10860      -997       1086000
                 0.10870     -1010       1087000
                 0.10880     -1011       1088000
                 0.10890     -1021       1089000
                 0.10900     -1027       1090000
                 0.10910     -1036       1091000
                 0.10920     -1028       1092000
                 0.10930     -1037       1093000
                 0.10940     -1043       1094000
                 0.10950     -1043       1095000
                 0.10960     -1044       1096000
                 0.10970     -1053       1097000
                 0.10980     -1065       1098000
                 0.10990     -1078       1099000
                 0.11000     -1073       1100000
                 0.11010     -1081       1101000
                 0.11020     -1076       1102000
                 0.11030     -1091       1103000
                 0.11040     -1095       1104000
                 0.11050     -1106       1105000
                 0.11060     -1111       1106000
                 0.11070     -1132       1107000
                 0.11080     -1135       1108000
                 0.11090     -1144       1109000
                 0.11100     -1144       1110000
                 0.11110     -1147       1111000
                 0.11120     -1159       1112000
                 0.11130     -1166       1113000
                 0.11140     -1169       1114000
                 0.11150     -1186       1115000
                 0.11160     -1193       1116000
                 0.11170     -1207       1117000
                 0.11180     -1225       1118000
                 0.11190     -1231       1119000
                 0.11200     -1233       1120000
                 0.11210     -1246       1121000
                 0.11220     -1247       1122000
                 0.11230     -1257       1123000
                 0.11240     -1268       1124000
                 0.11250     -1282       1125000
                 0.11260     -1288       1126000
                 0.11270     -1291       1127000
                 0.11280     -1286       1128000
                 0.11290     -1299       1129000
                 0.11300     -1308       1130000
                 0.11310     -1323       1131000
                 0.11320     -1338       1132000
                 0.11330     -1345       1133000
                 0.11340     -1356       1134000
                 0.11350     -1355       1135000
                 0.11360     -1365       1136000
                 0.11370     -1379       1137000
                 0.11380     -1388       1138000
                 0.11390     -1391       1139000
                 0.11400     -1401       1140000
                 0.11410     -1407       1141000
                 0.11420     -1415       1142000
                 0.11430     -1413       1143000
                 0.11440     -1424       1144000
                 0.11450     -1430       1145000
                 0.11460     -1440       1146000
                 0.11470     -1455       1147000
                 0.11480     -1458       1148000
                 0.11490     -1448       1149000
                 0.11500     -1458       1150000
                 0.11510     -1466       1151000
                 0.11520     -1471       1152000
                 0.11530     -1475       1153000
                 0.11540     -1490       1154000
                 0.11550     -1495       1155000
                 0.11560     -1501       1156000
                 0.11570     -1519       1157000
                 0.11580     -1533       1158000
                 0.11590     -1542       1159000
                 0.11600     -1549       1160000
                 0.11610     -1560       1161000
                 0.11620     -1570       1162000
                 0.11630     -1561       1163000
                 0.11640     -1563       1164000
                 0.11650     -1551       1165000
                 0.11660     -1551       1166000
                 0.11670     -1569       1167000
                 0.11680     -1579       1168000
                 0.11690     -1579       1169000
                 0.11700     -1574       1170000
                 0.11710     -1577       1171000
                 0.11720     -1580       1172000
                 0.11730     -1576       1173000
                 0.11740     -1592       1174000
                 0.11750     -1591       1175000
                 0.11760     -1589       1176000
                 0.11770     -1590       1177000
                 0.11780     -1598       1178000
                 0.11790     -1602       1179000
                 0.11800     -1606       1180000
                 0.11810     -1597       1181000
                 0.11820     -1594       1182000
                 0.11830     -1587       1183000
                 0.11840     -1595       1184000
                 0.11850     -1613       1185000
                 0.11860     -1621       1186000
                 0.11870     -1632       1187000
                 0.11880     -1636       1188000
                 0.11890     -1644       1189000
                 0.11900     -1635       1190000
                 0.11910     -1637       1191000
                 0.11920     -1649       1192000
                 0.11930     -1645       1193000
                 0.11940     -1660       1194000
                 0.11950     -1674       1195000
                 0.11960     -1687       1196000
                 0.11970     -1675       1197000
                 0.11980     -1672       1198000
                 0.11990     -1676       1199000
                 0.12000     -1689       1200000
                 0.12010     -1692       1201000
                 0.12020     -1703       1202000
                 0.12030     -1725       1203000
                 0.12040     -1723       1204000
                 0.12050     -1722       1205000
                 0.12060     -1729       1206000
                 0.12070     -1733       1207000
                 0.12080     -1738       1208000
                 0.12090     -1741       1209000
                 0.12100     -1737       1210000
                 0.12110     -1744       1211000
                 0.12120     -1740       1212000
                 0.12130     -1735       1213000
                 0.12140     -1737       1214000
                 0.12150     -1742       1215000
                 0.12160     -1734       1216000
                 0.12170     -1734       1217000
                 0.12180     -1742       1218000
                 0.12190     -1763       1219000
                 0.12200     -1759       1220000
                 0.12210     -1761       1221000
                 0.12220     -1770       1222000
                 0.12230     -1765       1223000
                 0.12240     -1767       1224000
                 0.12250     -1777       1225000
                 0.12260     -1776       1226000
                 0.12270     -1781       1227000
                 0.12280     -1795       1228000
                 0.12290     -1787       1229000
                 0.12300     -1792       1230000
                 0.12310     -1794       1231000
                 0.12320     -1781       1232000
                 0.12330     -1780       1233000
                 0.12340     -1790       1234000
                 0.12350     -1783       1235000
                 0.12360     -1766       1236000
                 0.12370     -1778       1237000
                 0.12380     -1777       1238000
                 0.12390     -1768       1239000
                 0.12400     -1781       1240000
                 0.12410     -1782       1241000
                 0.12420     -1781       1242000
                 0.12430     -1793       1243000
                 0.12440     -1798       1244000
                 0.12450     -1799       1245000
                 0.12460     -1799       1246000
                 0.12470     -1799       1247000
                 0.12480     -1810       1248000
                 0.12490     -1818       1249000
                 0.12500     -1820       1250000
                 0.12510     -1834       1251000
                 0.12520     -1828       1252000
                 0.12530     -1813       1253000
                 0.12540     -1814       1254000
                 0.12550     -1801       1255000
                 0.12560     -1806       1256000
                 0.12570     -1811       1257000
                 0.12580     -1810       1258000
                 0.12590     -1808       1259000
                 0.12600     -1810       1260000
                 0.12610     -1802       1261000
                 0.12620     -1809       1262000
                 0.12630     -1805       1263000
                 0.12640     -1807       1264000
                 0.12650     -1803       1265000
                 0.12660     -1812       1266000
                 0.12670     -1801       1267000
                 0.12680     -1785       1268000
                 0.12690     -1776       1269000
                 0.12700     -1780       1270000
                 0.12710     -1783       1271000
                 0.12720     -1771       1272000
                 0.12730     -1771       1273000
                 0.12740     -1757       1274000
                 0.12750     -1754       1275000
                 0.12760     -1748       1276000
                 0.12770     -1748       1277000
                 0.12780     -1744       1278000
                 0.12790     -1741       1279000
                 0.12800     -1744       1280000
                 0.12810     -1737       1281000
                 0.12820     -1733       1282000
                 0.12830     -1728       1283000
                 0.12840     -1731       1284000
                 0.12850     -1718       1285000
                 0.12860     -1713       1286000
                 0.12870     -1704       1287000
                 0.12880     -1706       1288000
                 0.12890     -1693       1289000
                 0.12900     -1678       1290000
                 0.12910     -1668       1291000
                 0.12920     -1656       1292000
                 0.12930     -1658       1293000
                 0.12940     -1655       1294000
                 0.12950     -1647       1295000
                 0.12960     -1635       1296000
                 0.12970     -1644       1297000
                 0.12980     -1643       1298000
                 0.12990     -1653       1299000
                 0.13000     -1656       1300000
                 0.13010     -1650       1301000
                 0.13020     -1654       1302000
                 0.13030     -1659       1303000
                 0.13040     -1647       1304000
                 0.13050     -1651       1305000
                 0.13060     -1653       1306000
                 0.13070     -1642       1307000
                 0.13080     -1633       1308000
                 0.13090     -1631       1309000
                 0.13100     -1626       1310000
                 0.13110     -1620       1311000
                 0.13120     -1617       1312000
                 0.13130     -1618       1313000
                 0.13140     -1623       1314000
                 0.13150     -1600       1315000
                 0.13160     -1597       1316000
                 0.13170     -1602       1317000
                 0.13180     -1592       1318000
                 0.13190     -1587       1319000
                 0.13200     -1578       1320000
                 0.13210     -1572       1321000
                 0.13220     -1570       1322000
                 0.13230     -1563       1323000
                 0.13240     -1551       1324000
                 0.13250     -1545       1325000
                 0.13260     -1527       1326000
                 0.13270     -1527       1327000
                 0.13280     -1517       1328000
                 0.13290     -1499       1329000
                 0.13300     -1493       1330000
                 0.13310     -1483       1331000
                 0.13320     -1468       1332000
                 0.13330     -1474       1333000
                 0.13340     -1467       1334000
                 0.13350     -1459       1335000
                 0.13360     -1464       1336000
                 0.13370     -1453       1337000
                 0.13380     -1445       1338000
                 0.13390     -1444       1339000
                 0.13400     -1431       1340000
                 0.13410     -1432       1341000
                 0.13420     -1424       1342000
                 0.13430     -1411       1343000
                 0.13440     -1399       1344000
                 0.13450     -1392       1345000
                 0.13460     -1394       1346000
                 0.13470     -1391       1347000
                 0.13480     -1374       1348000
                 0.13490     -1364       1349000
                 0.13500     -1361       1350000
                 0.13510     -1340       1351000
                 0.13520     -1345       1352000
                 0.13530     -1331       1353000
                 0.13540     -1325       1354000
                 0.13550     -1321       1355000
                 0.13560     -1314       1356000
                 0.13570     -1315       1357000
                 0.13580     -1309       1358000
                 0.13590     -1311       1359000
                 0.13600     -1285       1360000
                 0.13610     -1272       1361000
                 0.13620     -1268       1362000
                 0.13630     -1278       1363000
                 0.13640     -1272       1364000
                 0.13650     -1262       1365000
                 0.13660     -1251       1366000
                 0.13670     -1252       1367000
                 0.13680     -1242       1368000
                 0.13690     -1249       1369000
                 0.13700     -1240       1370000
                 0.13710     -1235       1371000
                 0.13720     -1236       1372000
                 0.13730     -1224       1373000
                 0.13740     -1211       1374000
                 0.13750     -1210       1375000
                 0.13760     -1209       1376000
                 0.13770     -1200       1377000
                 0.13780     -1185       1378000
                 0.13790     -1179       1379000
                 0.13800     -1166       1380000
                 0.13810     -1155       1381000
                 0.13820     -1151       1382000
                 0.13830     -1130       1383000
                 0.13840     -1118       1384000
                 0.13850     -1108       1385000
                 0.13860     -1103       1386000
                 0.13870     -1095       1387000
                 0.13880     -1091       1388000
                 0.13890     -1090       1389000
                 0.13900     -1087       1390000
                 0.13910     -1079       1391000
                 0.13920     -1071       1392000
                 0.13930     -1062       1393000
                 0.13940     -1045       1394000
                 0.13950     -1038       1395000
                 0.13960     -1040       1396000
                 0.13970     -1051       1397000
                 0.13980     -1037       1398000
                 0.13990     -1026       1399000
                 0.14000     -1015       1400000
                 0.14010     -1004       1401000
                 0.14020      -987       1402000
                 0.14030      -981       1403000
                 0.14040      -980       1404000
                 0.14050      -975       1405000
                 0.14060      -968       1406000
                 0.14070      -958       1407000
                 0.14080      -949       1408000
                 0.14090      -945       1409000
                 0.14100      -942       1410000
                 0.14110      -931       1411000
                 0.14120      -920       1412000
                 0.14130      -903       1413000
                 0.14140      -898       1414000
                 0.14150      -895       1415000
                 0.14160      -887       1416000
                 0.14170      -878       1417000
                 0.14180      -867       1418000
                 0.14190      -863       1419000
                 0.14200      -852       1420000
                 0.14210      -852       1421000
                 0.14220      -832       1422000
                 0.14230      -825       1423000
                 0.14240      -808       1424000
                 0.14250      -795       1425000
                 0.14260      -788       1426000
                 0.14270      -782       1427000
                 0.14280      -768       1428000
                 0.14290      -770       1429000
                 0.14300      -766       1430000
                 0.14310      -771       1431000
                 0.14320      -750       1432000
                 0.14330      -742       1433000
                 0.14340      -727       1434000
                 0.14350      -721       1435000
                 0.14360      -717       1436000
                 0.14370      -694       1437000
                 0.14380      -690       1438000
                 0.14390      -668       1439000
                 0.14400      -660       1440000
                 0.14410      -657       1441000
                 0.14420      -647       1442000
                 0.14430      -632       1443000
                 0.14440      -632       1444000
                 0.14450      -632       1445000
                 0.14460      -625       1446000
                 0.14470      -603       1447000
                 0.14480      -596       1448000
                 0.14490      -579       1449000
                 0.14500      -545       1450000
                 0.14510      -519       1451000
                 0.14520      -508       1452000
                 0.14530      -504       1453000
                 0.14540      -494       1454000
                 0.14550      -466       1455000
                 0.14560      -450       1456000
                 0.14570      -433       1457000
                 0.14580      -428       1458000
                 0.14590      -421       1459000
                 0.14600      -410       1460000
                 0.14610      -402       1461000
                 0.14620      -396       1462000
                 0.14630      -393       1463000
                 0.14640      -390       1464000
                 0.14650      -381       1465000
                 0.14660      -378       1466000
                 0.14670      -368       1467000
                 0.14680      -352       1468000
                 0.14690      -345       1469000
                 0.14700      -340       1470000
                 0.14710      -336       1471000
                 0.14720      -318       1472000
                 0.14730      -319       1473000
                 0.14740      -311       1474000
                 0.14750      -305       1475000
                 0.14760      -296       1476000
                 0.14770      -298       1477000
                 0.14780      -290       1478000
                 0.14790      -273       1479000
                 0.14800      -276       1480000
                 0.14810      -263       1481000
                 0.14820      -257       1482000
                 0.14830      -247       1483000
                 0.14840      -245       1484000
                 0.14850      -236       1485000
                 0.14860      -218       1486000
                 0.14870      -210       1487000
                 0.14880      -190       1488000
                 0.14890      -191       1489000
                 0.14900      -184       1490000
                 0.14910      -177       1491000
                 0.14920      -164       1492000
                 0.14930      -164       1493000
                 0.14940      -153       1494000
                 0.14950      -140       1495000
                 0.14960      -142       1496000
                 0.14970      -116       1497000
                 0.14980      -100       1498000
                 0.14990       -91       1499000
                 0.15000       -92       1500000
                 0.15010       -99       1501000
                 0.15020       -80       1502000
                 0.15030       -78       1503000
                 0.15040       -82       1504000
                 0.15050       -65       1505000
                 0.15060       -55       1506000
                 0.15070       -51       1507000
                 0.15080       -36       1508000
                 0.15090       -34       1509000
                 0.15100       -34       1510000
                 0.15110       -22       1511000
                 0.15120        -1       1512000
                 0.15130         9       1513000
                 0.15140         9       1514000
                 0.15150         3       1515000
                 0.15160        23       1516000
                 0.15170        41       1517000
                 0.15180        64       1518000
                 0.15190        72       1519000
                 0.15200        78       1520000
                 0.15210        83       1521000
                 0.15220       106       1522000
                 0.15230       126       1523000
                 0.15240       127       1524000
                 0.15250       142       1525000
                 0.15260       158       1526000
                 0.15270       161       1527000
                 0.15280       168       1528000
                 0.15290       178       1529000
                 0.15300       185       1530000
                 0.15310       209       1531000
                 0.15320       213       1532000
                 0.15330       226       1533000
                 0.15340       242       1534000
                 0.15350       243       1535000
                 0.15360       254       1536000
                 0.15370       278       1537000
                 0.15380       289       1538000
                 0.15390       299       1539000
                 0.15400       312       1540000
                 0.15410       310       1541000
                 0.15420       321       1542000
                 0.15430       327       1543000
                 0.15440       345       1544000
                 0.15450       348       1545000
                 0.15460       339       1546000
                 0.15470       345       1547000
                 0.15480       352       1548000
                 0.15490       369       1549000
                 0.15500       378       1550000
                 0.15510       392       1551000
                 0.15520       404       1552000
                 0.15530       408       1553000
                 0.15540       421       1554000
                 0.15550       428       1555000
                 0.15560       432       1556000
                 0.15570       441       1557000
                 0.15580       442       1558000
                 0.15590       451       1559000
                 0.15600       448       1560000
                 0.15610       455       1561000
                 0.15620       470       1562000
                 0.15630       490       1563000
                 0.15640       499       1564000
                 0.15650       516       1565000
                 0.15660       532       1566000
                 0.15670       529       1567000
                 0.15680       533       1568000
                 0.15690       540       1569000
                 0.15700       548       1570000
                 0.15710       565       1571000
                 0.15720       579       1572000
                 0.15730       593       1573000
                 0.15740       593       1574000
                 0.15750       591       1575000
                 0.15760       595       1576000
                 0.15770       614       1577000
                 0.15780       629       1578000
                 0.15790       627       1579000
                 0.15800       627       1580000
                 0.15810       631       1581000
                 0.15820       637       1582000
                 0.15830       653       1583000
                 0.15840       669       1584000
                 0.15850       682       1585000
                 0.15860       686       1586000
                 0.15870       705       1587000
                 0.15880       721       1588000
                 0.15890       740       1589000
                 0.15900       730       1590000
                 0.15910       743       1591000
                 0.15920       739       1592000
                 0.15930       748       1593000
                 0.15940       742       1594000
                 0.15950       759       1595000
                 0.15960       779       1596000
                 0.15970       785       1597000
                 0.15980       798       1598000
                 0.15990       813       1599000
                 0.16000       822       1600000
                 0.16010       826       1601000
                 0.16020       831       1602000
                 0.16030       852       1603000
                 0.16040       869       1604000
                 0.16050       871       1605000
                 0.16060       894       1606000
                 0.16070       909       1607000
                 0.16080       909       1608000
                 0.16090       928       1609000
                 0.16100       939       1610000
                 0.16110       942       1611000
                 0.16120       948       1612000
                 0.16130       951       1613000
                 0.16140       954       1614000
                 0.16150       959       1615000
                 0.16160       976       1616000
                 0.16170       992       1617000
                 0.16180      1006       1618000
                 0.16190      1018       1619000
                 0.16200      1023       1620000
                 0.16210      1022       1621000
                 0.16220      1021       1622000
                 0.16230      1008       1623000
                 0.16240      1019       1624000
                 0.16250      1037       1625000
                 0.16260      1032       1626000
                 0.16270      1039       1627000
                 0.16280      1043       1628000
                 0.16290      1047       1629000
                 0.16300      1062       1630000
                 0.16310      1085       1631000
                 0.16320      1104       1632000
                 0.16330      1102       1633000
                 0.16340      1110       1634000
                 0.16350      1113       1635000
                 0.16360      1123       1636000
                 0.16370      1131       1637000
                 0.16380      1139       1638000
                 0.16390      1154       1639000
                 0.16400      1157       1640000
                 0.16410      1164       1641000
                 0.16420      1175       1642000
                 0.16430      1175       1643000
                 0.16440      1171       1644000
                 0.16450      1170       1645000
                 0.16460      1168       1646000
                 0.16470      1182       1647000
                 0.16480      1196       1648000
                 0.16490      1193       1649000
                 0.16500      1196       1650000
                 0.16510      1200       1651000
                 0.16520      1214       1652000
                 0.16530      1224       1653000
                 0.16540      1235       1654000
                 0.16550      1250       1655000
                 0.16560      1256       1656000
                 0.16570      1270       1657000
                 0.16580      1273       1658000
                 0.16590      1273       1659000
                 0.16600      1269       1660000
                 0.16610      1275       1661000
                 0.16620      1275       1662000
                 0.16630      1277       1663000
                 0.16640      1281       1664000
                 0.16650      1288       1665000
                 0.16660      1301       1666000
                 0.16670      1311       1667000
                 0.16680      1309       1668000
                 0.16690      1328       1669000
                 0.16700      1331       1670000
                 0.16710      1318       1671000
                 0.16720      1327       1672000
                 0.16730      1321       1673000
                 0.16740      1332       1674000
                 0.16750      1334       1675000
                 0.16760      1346       1676000
                 0.16770      1349       1677000
                 0.16780      1366       1678000
                 0.16790      1373       1679000
                 0.16800      1379       1680000
                 0.16810      1398       1681000
                 0.16820      1403       1682000
                 0.16830      1396       1683000
                 0.16840      1397       1684000
                 0.16850      1393       1685000
                 0.16860      1403       1686000
                 0.16870      1402       1687000
                 0.16880      1421       1688000
                 0.16890      1424       1689000
                 0.16900      1423       1690000
                 0.16910      1424       1691000
                 0.16920      1437       1692000
                 0.16930      1442       1693000
                 0.16940      1447       1694000
                 0.16950      1447       1695000
                 0.16960      1455       1696000
                 0.16970      1467       1697000
                 0.16980      1466       1698000
                 0.16990      1471       1699000
                 0.17000      1479       1700000
                 0.17010      1480       1701000
                 0.17020      1482       1702000
                 0.17030      1481       1703000
                 0.17040      1481       1704000
                 0.17050      1493       1705000
                 0.17060      1489       1706000
                 0.17070      1490       1707000
                 0.17080      1489       1708000
                 0.17090      1494       1709000
                 0.17100      1497       1710000
                 0.17110      1496       1711000
                 0.17120      1506       1712000
                 0.17130      1503       1713000
                 0.17140      1504       1714000
                 0.17150      1504       1715000
                 0.17160      1509       1716000
                 0.17170      1502       1717000
                 0.17180      1506       1718000
                 0.17190      1503       1719000
                 0.17200      1499       1720000
                 0.17210      1497       1721000
                 0.17220      1484       1722000
                 0.17230      1490       1723000
                 0.17240      1486       1724000
                 0.17250      1476       1725000
                 0.17260      1476       1726000
                 0.17270      1488       1727000
                 0.17280      1495       1728000
                 0.17290      1494       1729000
                 0.17300      1515       1730000
                 0.17310      1520       1731000
                 0.17320      1519       1732000
                 0.17330      1523       1733000
                 0.17340      1532       1734000
                 0.17350      1526       1735000
                 0.17360      1524       1736000
                 0.17370      1527       1737000
                 0.17380      1537       1738000
                 0.17390      1543       1739000
                 0.17400      1540       1740000
                 0.17410      1545       1741000
                 0.17420      1557       1742000
                 0.17430      1562       1743000
                 0.17440      1566       1744000
                 0.17450      1571       1745000
                 0.17460      1572       1746000
                 0.17470      1569       1747000
                 0.17480      1568       1748000
                 0.17490      1581       1749000
                 0.17500      1580       1750000
                 0.17510      1585       1751000
                 0.17520      1581       1752000
                 0.17530      1575       1753000
                 0.17540      1571       1754000
                 0.17550      1584       1755000
                 0.17560      1574       1756000
                 0.17570      1574       1757000
                 0.17580      1578       1758000
                 0.17590      1566       1759000
                 0.17600      1569       1760000
                 0.17610      1553       1761000
                 0.17620      1547       1762000
                 0.17630      1555       1763000
                 0.17640      1557       1764000
                 0.17650      1554       1765000
                 0.17660      1548       1766000
                 0.17670      1549       1767000
                 0.17680      1555       1768000
                 0.17690      1548       1769000
                 0.17700      1544       1770000
                 0.17710      1549       1771000
                 0.17720      1543       1772000
                 0.17730      1540       1773000
                 0.17740      1530       1774000
                 0.17750      1537       1775000
                 0.17760      1530       1776000
                 0.17770      1532       1777000
                 0.17780      1535       1778000
                 0.17790      1532       1779000
                 0.17800      1524       1780000
                 0.17810      1530       1781000
                 0.17820      1527       1782000
                 0.17830      1521       1783000
                 0.17840      1532       1784000
                 0.17850      1536       1785000
                 0.17860      1543       1786000
                 0.17870      1547       1787000
                 0.17880      1556       1788000
                 0.17890      1553       1789000
                 0.17900      1555       1790000
                 0.17910      1556       1791000
                 0.17920      1552       1792000
                 0.17930      1537       1793000
                 0.17940      1530       1794000
                 0.17950      1533       1795000
                 0.17960      1526       1796000
                 0.17970      1509       1797000
                 0.17980      1509       1798000
                 0.17990      1504       1799000
                 0.18000      1485       1800000
                 0.18010      1476       1801000
                 0.18020      1467       1802000
                 0.18030      1457       1803000
                 0.18040      1464       1804000
                 0.18050      1463       1805000
                 0.18060      1471       1806000
                 0.18070      1464       1807000
                 0.18080      1457       1808000
                 0.18090      1452       1809000
                 0.18100      1456       1810000
                 0.18110      1456       1811000
                 0.18120      1444       1812000
                 0.18130      1434       1813000
                 0.18140      1423       1814000
                 0.18150      1414       1815000
                 0.18160      1406       1816000
                 0.18170      1402       1817000
                 0.18180      1404       1818000
                 0.18190      1389       1819000
                 0.18200      1372       1820000
                 0.18210      1365       1821000
                 0.18220      1361       1822000
                 0.18230      1354       1823000
                 0.18240      1351       1824000
                 0.18250      1349       1825000
                 0.18260      1355       1826000
                 0.18270      1346       1827000
                 0.18280      1340       1828000
                 0.18290      1331       1829000
                 0.18300      1325       1830000
                 0.18310      1324       1831000
                 0.18320      1320       1832000
                 0.18330      1320       1833000
                 0.18340      1316       1834000
                 0.18350      1320       1835000
                 0.18360      1326       1836000
                 0.18370      1319       1837000
                 0.18380      1315       1838000
                 0.18390      1312       1839000
                 0.18400      1308       1840000
                 0.18410      1303       1841000
                 0.18420      1295       1842000
                 0.18430      1284       1843000
                 0.18440      1288       1844000
                 0.18450      1279       1845000
                 0.18460      1270       1846000
                 0.18470      1269       1847000
                 0.18480      1255       1848000
                 0.18490      1243       1849000
                 0.18500      1245       1850000
                 0.18510      1237       1851000
                 0.18520      1219       1852000
                 0.18530      1210       1853000
                 0.18540      1213       1854000
                 0.18550      1215       1855000
                 0.18560      1207       1856000
                 0.18570      1206       1857000
                 0.18580      1206       1858000
                 0.18590      1182       1859000
                 0.18600      1165       1860000
                 0.18610      1150       1861000
                 0.18620      1154       1862000
                 0.18630      1166       1863000
                 0.18640      1169       1864000
                 0.18650      1149       1865000
                 0.18660      1149       1866000
                 0.18670      1126       1867000
                 0.18680      1124       1868000
                 0.18690      1128       1869000
                 0.18700      1117       1870000
                 0.18710      1125       1871000
                 0.18720      1104       1872000
                 0.18730      1097       1873000
                 0.18740      1094       1874000
                 0.18750      1096       1875000
                 0.18760      1099       1876000
                 0.18770      1096       1877000
                 0.18780      1087       1878000
                 0.18790      1070       1879000
                 0.18800      1065       1880000
                 0.18810      1068       1881000
                 0.18820      1052       1882000
                 0.18830      1048       1883000
                 0.18840      1048       1884000
                 0.18850      1033       1885000
                 0.18860      1016       1886000
                 0.18870      1004       1887000
                 0.18880       998       1888000
                 0.18890      1000       1889000
                 0.18900       980       1890000
                 0.18910       969       1891000
                 0.18920       953       1892000
                 0.18930       937       1893000
